cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Nias 1911 list	399	mangotoe'ô	NA	straffen	to punish	menghukum	608	625	252	FALSE									PUNISH	3649	https://concepticon.clld.org/parameters/3649
the Nias 1911 list	400	ogaota	32	boete	fine	denda	609	626	253	FALSE			fotoe	a fine					FINE (PENALTY)	218	https://concepticon.clld.org/parameters/218
the Nias 1911 list	401	si so ba mbôrô	NA	getuige	witness	saksi	610	627	-	FALSE									WITNESS	1144	https://concepticon.clld.org/parameters/1144
the Nias 1911 list	402	sangoehoekoe	NA	rechter	judge	hakim	611	628	-	FALSE									JUDGE	861	https://concepticon.clld.org/parameters/861
the Nias 1911 list	403	nihôli	NA	pandeling	credit bondsman	orang tergadai	603	622	254	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	404	fame'e fangasi	NA	lijkfeest	funeral ceremony	upacara kematian, pemakaman	245	243	255	FALSE									FUNERAL	3336	https://concepticon.clld.org/parameters/3336
the Nias 1911 list	407/408	mangowaloe	NA	huwen <unsp.> huwelijk	marry, marriage	menikah, perkawinan	246	244	258	FALSE									MARRIAGE OR WEDDING	3182	https://concepticon.clld.org/parameters/3182
the Nias 1911 list	410	fanibo donga	NA	scheiden	to divorce	bercerai	247	245	260	FALSE									DIVORCE (SEPARATE)	3672	https://concepticon.clld.org/parameters/3672
the Nias 1911 list	410	tibo'o	NA	scheiden	to divorce	bercerai	247	245	260	FALSE									DIVORCE (SEPARATE)	3672	https://concepticon.clld.org/parameters/3672
the Nias 1911 list	412	fawoe'oesa li	NA	trouwbelofte	betrothal	perjanjian	249	247	-	FALSE									AGREEMENT	3644	https://concepticon.clld.org/parameters/3644
the Nias 1911 list	413	madono	NA	baren (bevallen)	to give birth to	melahirkan	250	248	262	FALSE									GIVE BIRTH	1195	https://concepticon.clld.org/parameters/1195
the Nias 1911 list	414	sangamôi taloe	NA	vroedvrouw	midwife	bidan	251	249	-	FALSE									MIDWIFE	3859	https://concepticon.clld.org/parameters/3859
the Nias 1911 list	415	mokorô	NA	overspel bedrijven	to commit adultery	berzinah	252	250	263	FALSE									ADULTERY	902	https://concepticon.clld.org/parameters/902
the Nias 1911 list	418	bechoebechoe	NA	masker	mask	topeng	254	252	264	FALSE									MASK	2005	https://concepticon.clld.org/parameters/2005
the Nias 1911 list	419	biola	NA	viool (rebab)	violin	biola (rebab)	256	254	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	420	soeroene	NA	fluit	flute	suling	257	255	265	FALSE									FLUTE	777	https://concepticon.clld.org/parameters/777
the Nias 1911 list	420	sigoe	NA	fluit	flute	suling	257	255	265	FALSE									FLUTE	777	https://concepticon.clld.org/parameters/777
the Nias 1911 list	421	tamboeroe	NA	trom	drum	genderang	258	256	266	FALSE									DRUM	908	https://concepticon.clld.org/parameters/908
the Nias 1911 list	421	fondrahi	NA	trom	drum	genderang	258	256	266	FALSE									DRUM	908	https://concepticon.clld.org/parameters/908
the Nias 1911 list	423	aramba	NA	gambang	xylophone	gambang	260	258	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	424	faritia	NA	gong	gong	gong	261	259	-	FALSE									GONG	2502	https://concepticon.clld.org/parameters/2502
the Nias 1911 list	426	doeri	NA	mondtrom	Jew's harp	ginggung (genggong)	262	260	268	FALSE									JEW'S HARP	3319	https://concepticon.clld.org/parameters/3319
the Nias 1911 list	427	torofe	NA	hoorn	horn	terompet	263	261	-	FALSE									HORN (INSTRUMENT)	939	https://concepticon.clld.org/parameters/939
the Nias 1911 list	428	molaja	NA	dansen	to dance	menari	264	262	269	TRUE	dance								DANCE	1879	https://concepticon.clld.org/parameters/1879
the Nias 1911 list	428	manari	NA	dansen	to dance	menari	264	262	269	TRUE	dance								DANCE	1879	https://concepticon.clld.org/parameters/1879
the Nias 1911 list	430	dakôdahô	NA	raadsel	riddle	teka-teki	-	226	271	FALSE									RIDDLE	2970	https://concepticon.clld.org/parameters/2970
the Nias 1911 list	432	famai	NA	spelen	to play	bermain	-	263	273	TRUE	play								PLAY	1413	https://concepticon.clld.org/parameters/1413
the Nias 1911 list	433	bea	33	tol	top	gasing	-	264	274	FALSE							e.g. import duty		TOP	1753	https://concepticon.clld.org/parameters/1753
the Nias 1911 list	437	omo	NA	huis	house	rumah	265	265	278	FALSE									HOUSE	1252	https://concepticon.clld.org/parameters/1252
the Nias 1911 list	438	ose	NA	hut (op het veld enz.)	hut, shelter	pondok	266	266	279	FALSE									HUT	1678	https://concepticon.clld.org/parameters/1678
the Nias 1911 list	440	mboemboe	NA	nok van het dak	ridge of roof	bubungan	-	267	280	FALSE									RIDGEPOLE	280	https://concepticon.clld.org/parameters/280
the Nias 1911 list	441/442	sagô (atap)	NA	dakbedekking <unsp.>	roofing	atap	268	268	-	FALSE		add. Malay							ROOF	769	https://concepticon.clld.org/parameters/769
the Nias 1911 list	446	kasô	NA	dakspar	rafter	kasau	-	270	282	FALSE									RAFTER	829	https://concepticon.clld.org/parameters/829
the Nias 1911 list	449	kaloe	NA	deur	door	daun pintu	270	271	-	FALSE									DOOR	1567	https://concepticon.clld.org/parameters/1567
the Nias 1911 list	449	bawandroehô	NA	deur	door	daun pintu	270	271	-	FALSE									DOOR	1567	https://concepticon.clld.org/parameters/1567
the Nias 1911 list	451	toewoetoewoe	34	venster	window	jendela	271	272	-	FALSE			toewoetoewoe	sky-light					WINDOW	1375	https://concepticon.clld.org/parameters/1375
the Nias 1911 list	451	laŵalaŵa	34	venster	window	jendela	271	272	-	FALSE			laŵalaŵa	sky-light					WINDOW	1375	https://concepticon.clld.org/parameters/1375
the Nias 1911 list	452	talinga	NA	hoek	corner	sudut	-	273	286	FALSE									CORNER	192	https://concepticon.clld.org/parameters/192
the Nias 1911 list	452	fatalinga	NA	hoek	corner	sudut	-	273	286	FALSE									CORNER	192	https://concepticon.clld.org/parameters/192
the Nias 1911 list	453	ora	NA	trap	staircase, steps	tangga, anak tangga	272	274	287	FALSE		add. anak tangga							STAIRS	34	https://concepticon.clld.org/parameters/34
the Nias 1911 list	454	dela	NA	ladder	ladder	tangga	273	275	287	FALSE									LADDER	1464	https://concepticon.clld.org/parameters/1464
the Nias 1911 list	454	ora	NA	ladder	ladder	tangga	273	275	287	FALSE									LADDER	1464	https://concepticon.clld.org/parameters/1464
the Nias 1911 list	456	dasa	NA	vloer (van gespleten bamboe)	floor (made from bamboo lath)	lantai (dari bambu)	274	276	-	FALSE									FLOOR	1632	https://concepticon.clld.org/parameters/1632
the Nias 1911 list	457	salo (fafa)	NA	vloer (van hout)	floor (made from wood)	lantai (dari kayu)	274	276	-	FALSE									FLOOR	1632	https://concepticon.clld.org/parameters/1632
the Nias 1911 list	458	bagolô	NA	omwanding (planken)	wall (plank wall)	dinding (papan)	275	277	-	FALSE									WALL	3830	https://concepticon.clld.org/parameters/3830
the Nias 1911 list	459	towa	NA	omwanding (bamboe)	wall (bamboo wall)	dinding (bilik)	275	277	-	FALSE									WALL	3830	https://concepticon.clld.org/parameters/3830
the Nias 1911 list	459	kalare	NA	omwanding (bamboe)	wall (bamboo wall)	dinding (bilik)	275	277	-	FALSE									WALL	3830	https://concepticon.clld.org/parameters/3830
the Nias 1911 list	461	ehomo	NA	hoofdstijlen	main posts	tiang rumah	276	278	292	FALSE									COLUMN	2045	https://concepticon.clld.org/parameters/2045
the Nias 1911 list	461	taroena'a	NA	hoofdstijlen	main posts	tiang rumah	276	278	292	FALSE									COLUMN	2045	https://concepticon.clld.org/parameters/2045
the Nias 1911 list	462	boeatô	NA	zolderbalken	ceiling beams	langit-langit rumah, tutup jenang	277	279	293	FALSE									COLUMN	2045	https://concepticon.clld.org/parameters/2045
the Nias 1911 list	464	koelamboe	29	gordijn	curtain	tirai	281	282	-	FALSE							from Malay		CURTAIN	2621	https://concepticon.clld.org/parameters/2621
the Nias 1911 list	464	bôga	29	gordijn	curtain	tirai	281	282	-	FALSE							from Malay		CURTAIN	2621	https://concepticon.clld.org/parameters/2621
the Nias 1911 list	465	fôrôma	NA	slaapplaats	sleeping place	kamar tidur	282	283	-	FALSE									BEDROOM	2505	https://concepticon.clld.org/parameters/2505
the Nias 1911 list	468	toefo	NA	ligmatje	sleeping mat	tikar	296	297	295	FALSE									MATTRESS	105	https://concepticon.clld.org/parameters/105
the Nias 1911 list	469	tandraja	NA	hoofdkussen	pillow	bantal	291	293	296	FALSE									PILLOW	1044	https://concepticon.clld.org/parameters/1044
the Nias 1911 list	470	hare	NA	zit-en ligplaats	couch	bale-bale	283	284	297	FALSE									SOFA	3099	https://concepticon.clld.org/parameters/3099
the Nias 1911 list	470	harehare	NA	zit-en ligplaats	couch	bale-bale	283	284	297	FALSE									SOFA	3099	https://concepticon.clld.org/parameters/3099
the Nias 1911 list	472	hare	NA	zolder (onder het dak)	attic (under the roof)	loteng	285	286	298	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	473	foelaŵa	NA	zolderrek boven het vuur, rekje boven de haard	rack above the fireplace	para-para	285	286	299	FALSE									RACK (FOR STORING FOOD)	3176	https://concepticon.clld.org/parameters/3176
the Nias 1911 list	474	farichi	NA	kookplaats	hearth, fireplace	dapur, tungku	286	287	300	FALSE									FIREPLACE	185	https://concepticon.clld.org/parameters/185
the Nias 1911 list	474	awoe	NA	kookplaats	hearth, fireplace	dapur, tungku	286	287	300	FALSE									FIREPLACE	185	https://concepticon.clld.org/parameters/185
the Nias 1911 list	475	alito	NA	vuur	fire	api	287	288	301	TRUE									FIRE	221	https://concepticon.clld.org/parameters/221
the Nias 1911 list	476	achôzi noma	NA	brand	fire	api, kebakaran	288	289	-	TRUE									FIRE	221	https://concepticon.clld.org/parameters/221
the Nias 1911 list	477	eboea'ô galitô	NA	vuur aanleggen	to make a fire	memasang api	287	288	302	FALSE									LIGHT (IGNITE)	737	https://concepticon.clld.org/parameters/737
the Nias 1911 list	477	mangeboea'ô alitô	NA	vuur aanleggen	to make a fire	memasang api	287	288	302	FALSE									LIGHT (IGNITE)	737	https://concepticon.clld.org/parameters/737
the Nias 1911 list	478	boenoe galitô	NA	vuur blussen	to extinguish (with water)	memadamkan api (dengan air)	287	288	-	FALSE									EXTINGUISH	127	https://concepticon.clld.org/parameters/127
the Nias 1911 list	478	mamoenoe alitô	NA	vuur blussen	to extinguish (with water)	memadamkan api (dengan air)	287	288	-	FALSE									EXTINGUISH	127	https://concepticon.clld.org/parameters/127
the Nias 1911 list	482	simbo	NA	rook	smoke	asap	-	290	306	TRUE									SMOKE (EXHAUST)	778	https://concepticon.clld.org/parameters/778
the Nias 1911 list	483	awoe	NA	as	ashes	abu	289	291	307	TRUE									ASH	646	https://concepticon.clld.org/parameters/646
the Nias 1911 list	484	eoe galitô	NA	brandhout	fire wood	kayu api	290	292	308	FALSE									FIREWOOD	10	https://concepticon.clld.org/parameters/10
the Nias 1911 list	485	toenoe	NA	aansteken (licht)	to put on (light)	menyalakan (sinar)	293	295	-	FALSE									LIGHT (IGNITE)	737	https://concepticon.clld.org/parameters/737
the Nias 1911 list	485	manoenoe fandroe	NA	aansteken (licht)	to put on (light)	menyalakan (sinar)	293	295	-	FALSE									LIGHT (IGNITE)	737	https://concepticon.clld.org/parameters/737
the Nias 1911 list	486	boenoe	NA	uitdoen (licht)	to put off (light)	memadamkan (sinar)	294	296	-	FALSE									EXTINGUISH	127	https://concepticon.clld.org/parameters/127
the Nias 1911 list	486	mamoenoe	NA	uitdoen (licht)	to put off (light)	memadamkan (sinar)	294	296	-	FALSE									EXTINGUISH	127	https://concepticon.clld.org/parameters/127
the Nias 1911 list	487	arô mbatô	NA	ruimte onder het huis	space under the house	kolong rumah	278	280	309	FALSE									AREA UNDER HOUSE	2632	https://concepticon.clld.org/parameters/2632
the Nias 1911 list	488	bôga	35	bedgordijn	bed curtain	kelambu	297	298	-	FALSE							around the bed		CURTAIN	2621	https://concepticon.clld.org/parameters/2621
the Nias 1911 list	489	bakoebakoe	NA	zitbankje	bench, seat	bangku untuk duduk	298	299	-	FALSE									BENCH	2584	https://concepticon.clld.org/parameters/2584
the Nias 1911 list	493	gali	NA	pan (ijzeren)	pot (iron)	kuali (besi), panci (besi)	310	312	-	FALSE									POT	1462	https://concepticon.clld.org/parameters/1462
the Nias 1911 list	494	balanga	NA	pan (aarden)	pot (earthenware)	panci, kuali (tanah liat)	311	313	-	FALSE									CLAY POT	2055	https://concepticon.clld.org/parameters/2055
the Nias 1911 list	495	bowoa	NA	rijstketel (koperen, dandang)	rice kettle (copper)	dandang	312	314	-	FALSE									RICE STEAMER	854	https://concepticon.clld.org/parameters/854
the Nias 1911 list	496	bôrôwa	NA	rijstketel (aarden, koendija)	rice kettle (earthenware)	kundia	312	314	-	FALSE									RICE STEAMER	854	https://concepticon.clld.org/parameters/854
the Nias 1911 list	497	figa	NA	bord	dish	piring	313	315	313	FALSE									PLATE	480	https://concepticon.clld.org/parameters/480
the Nias 1911 list	498	mako	NA	kopje	cup	cangkir	314	316	-	FALSE									CUP	476	https://concepticon.clld.org/parameters/476
the Nias 1911 list	499	mako	NA	drinknap	drinking bowl	tempat minum	315	317	314	FALSE									CUP	476	https://concepticon.clld.org/parameters/476
the Nias 1911 list	501	figa so'osoe	NA	schotel (van aardewerk, grote)	saucer (earthenware)	pinggan	317	318	-	FALSE									SAUCER	271	https://concepticon.clld.org/parameters/271
the Nias 1911 list	502	figa	NA	schotel (aarden kleine)	small saucer (earthenware)	pinggan kecil	317	318	-	FALSE									SAUCER	271	https://concepticon.clld.org/parameters/271
the Nias 1911 list	502	mako	NA	schotel (aarden kleine)	small saucer (earthenware)	pinggan kecil	317	318	-	FALSE									SAUCER	271	https://concepticon.clld.org/parameters/271
the Nias 1911 list	505	baleŵa	36	mes	knife	pisau	299	300	317	FALSE			baleŵa	machete					KNIFE	1352	https://concepticon.clld.org/parameters/1352
the Nias 1911 list	505	telogôe	36	mes	knife	pisau	299	300	317	FALSE			telogôe	fighting knife; curved forward <?>					KNIFE	1352	https://concepticon.clld.org/parameters/1352
the Nias 1911 list	505	fôrôgi	36	mes	knife	pisau	299	300	317	FALSE			fôrôgi	short and dagger-like					KNIFE	1352	https://concepticon.clld.org/parameters/1352
the Nias 1911 list	505	gôri	36	mes	knife	pisau	299	300	317	FALSE			gôri	larger and serpentine shape , with two cutting edges				PICTURES 1	KNIFE	1352	https://concepticon.clld.org/parameters/1352
the Nias 1911 list	506	foadra'a	NA	hakmes	chopper	parang	300	301	318	FALSE									CLEAVER	3067	https://concepticon.clld.org/parameters/3067
the Nias 1911 list	507	gôri	NA	dolk (kris)	kris	keris	302	304	-	FALSE									SWORD	1535	https://concepticon.clld.org/parameters/1535
the Nias 1911 list	508	fôrôgi	37	dolk (badi-badi)	dagger	golok	303	305	-	FALSE							common knife		SMALL KNIFE	3233	https://concepticon.clld.org/parameters/3233
the Nias 1911 list	509	fato	NA	bijl	axe, hatchet	kapak	-	306	476	FALSE									AXE	677	https://concepticon.clld.org/parameters/677
the Nias 1911 list	510	sendro	NA	lepel	spoon	sendok	318	319	319	FALSE									SPOON	1378	https://concepticon.clld.org/parameters/1378
the Nias 1911 list	511	sendro	NA	scheplepel, schepper	ladle	ciduk, sendok	319	320	320	FALSE									LADLE	2657	https://concepticon.clld.org/parameters/2657
the Nias 1911 list	511	sooesooe haroe	NA	scheplepel, schepper	ladle	ciduk, sendok	319	320	320	FALSE									LADLE	2657	https://concepticon.clld.org/parameters/2657
the Nias 1911 list	513	manao idanô	NA	water halen	to fetch water	mengambil air	-	583	322	FALSE									DRAW (WATER)	1911	https://concepticon.clld.org/parameters/1911
the Nias 1911 list	515	fandroe	NA	lamp	lamp	lampu	321	322	324	FALSE									LAMP	625	https://concepticon.clld.org/parameters/625
the Nias 1911 list	516	ta'ata'a wandroe	NA	lampepit	lamp wick	sumbu lampu	322	323	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	517	soeloe	NA	fakkel	torch	suluh	323	324	325	FALSE									TORCH	1919	https://concepticon.clld.org/parameters/1919
the Nias 1911 list	514	daga	38	mand (grote, kleine, soorten)	basket (all sorts of)	keranjang (bermacam-macam)	320	321	323	FALSE			daga	mostly carried by women on the back				PICTURES 2	BASKET	1539	https://concepticon.clld.org/parameters/1539
the Nias 1911 list	514	hilo	38	mand (grote, kleine, soorten)	basket (all sorts of)	keranjang (bermacam-macam)	320	321	323	FALSE			hilo	mostly carried by women on the back				PICTURES 2	BASKET	1539	https://concepticon.clld.org/parameters/1539
the Nias 1911 list	514	ragarga	38	mand (grote, kleine, soorten)	basket (all sorts of)	keranjang (bermacam-macam)	320	321	323	FALSE			ragarga	used to store various things				PICTURES 3	BASKET	1539	https://concepticon.clld.org/parameters/1539
the Nias 1911 list	519	kafokafo	NA	doos	box, case	kotak, dos	327	328	-	FALSE									BOX OR CHEST	3150	https://concepticon.clld.org/parameters/3150
the Nias 1911 list	520	kotakota	NA	kist voor kleren	case for cloth	peti pakaian	324	325	-	FALSE									WARDROBE	3106	https://concepticon.clld.org/parameters/3106
the Nias 1911 list	520	fetifeti	NA	kist voor kleren	case for cloth	peti pakaian	324	325	-	FALSE									WARDROBE	3106	https://concepticon.clld.org/parameters/3106
the Nias 1911 list	522	bowoa	NA	pot	pot, jar	periuk	325	326	-	FALSE									POT	1462	https://concepticon.clld.org/parameters/1462
the Nias 1911 list	525-527	rino	39	koken <unsp.>	to cook	memasak	328	329	330	FALSE			rino						COOK (SOMETHING)	1100	https://concepticon.clld.org/parameters/1100
the Nias 1911 list	525-527	mondriho	39	koken <unsp.>	to cook	memasak	328	329	330	FALSE			mondriho						COOK (SOMETHING)	1100	https://concepticon.clld.org/parameters/1100
the Nias 1911 list	525-527	mombôi	39	koken <unsp.>	to cook	memasak	328	329	330	FALSE			mombôi						COOK (SOMETHING)	1100	https://concepticon.clld.org/parameters/1100
the Nias 1911 list	528	sala	40	braden	to bake, to grill, to fry	membakar, panggang menggoreng (dengan minyak)	329	330	-	FALSE			sala						BAKE	183	https://concepticon.clld.org/parameters/183
the Nias 1911 list	528	manala	40	braden	to bake, to grill, to fry	membakar, panggang menggoreng (dengan minyak)	329	330	-	FALSE			manala						BAKE	183	https://concepticon.clld.org/parameters/183
the Nias 1911 list	528	gore	40	braden	to bake, to grill, to fry	membakar, panggang menggoreng (dengan minyak)	329	330	-	FALSE			gore						BAKE	183	https://concepticon.clld.org/parameters/183
the Nias 1911 list	528	mogore	40	braden	to bake, to grill, to fry	membakar, panggang menggoreng (dengan minyak)	329	330	-	FALSE			mogore						BAKE	183	https://concepticon.clld.org/parameters/183
the Nias 1911 list	530	bogô	41	roosteren	to grill, to roast	panggang	331	332	332	FALSE			bogô						ROAST (SOMETHING)	1962	https://concepticon.clld.org/parameters/1962
the Nias 1911 list	530	mamogô	41	roosteren	to grill, to roast	panggang	331	332	332	FALSE			mamogô						ROAST (SOMETHING)	1962	https://concepticon.clld.org/parameters/1962
the Nias 1911 list	530	fakoë	41	roosteren	to grill, to roast	panggang	331	332	332	FALSE			fakoë						ROAST (SOMETHING)	1962	https://concepticon.clld.org/parameters/1962
the Nias 1911 list	530	mamakoë	41	roosteren	to grill, to roast	panggang	331	332	332	FALSE			mamakoë						ROAST (SOMETHING)	1962	https://concepticon.clld.org/parameters/1962
the Nias 1911 list	534	ô	NA	spijs(eten)	food	makanan	332	333	336	FALSE									FOOD	256	https://concepticon.clld.org/parameters/256
the Nias 1911 list	534	ô'ô	NA	spijs(eten)	food	makanan	332	333	336	FALSE									FOOD	256	https://concepticon.clld.org/parameters/256
the Nias 1911 list	535	nihôna	NA	reisvoorraad, proviand	provisions	bekal	333	334	337	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	535	si fahôna	NA	reisvoorraad, proviand	provisions	bekal	333	334	337	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	536	diwo	NA	toespijs	side-dish	lauk-pauk	334	335	-	FALSE									PREPARED FOOD	3542	https://concepticon.clld.org/parameters/3542
the Nias 1911 list	537	goelegoele	NA	groente	vegetables	sayuran	344	346	338	FALSE									VEGETABLES	924	https://concepticon.clld.org/parameters/924
the Nias 1911 list	537	diwo	NA	groente	vegetables	sayuran	344	346	338	FALSE									VEGETABLES	924	https://concepticon.clld.org/parameters/924
the Nias 1911 list	539	nagole	NA	vlees (rauw)	meat (raw)	daging (mentah)	335	336	-	FALSE									FLESH OR MEAT	2615	https://concepticon.clld.org/parameters/2615
the Nias 1911 list	540	nagole	NA	gedroogd vlees	dried meat	dendeng	335	336	340	FALSE									MEAT	634	https://concepticon.clld.org/parameters/634
the Nias 1911 list	540	nihoenagô	NA	gedroogd vlees	dried meat	dendeng	335	336	340	FALSE									MEAT	634	https://concepticon.clld.org/parameters/634
the Nias 1911 list	541	i'a	NA	vis (in het algemeen of in tegenstelling van vlees)	fish	ikan	336/404	337	341	TRUE									FISH	227	https://concepticon.clld.org/parameters/227
the Nias 1911 list	543	fache	NA	rijst in de halm	harvested rice	padi yang sudah diketam	-	338	343	FALSE									UNCOOKED RICE	3289	https://concepticon.clld.org/parameters/3289
the Nias 1911 list	544	bôra	42	gepelde rauwe rijst	husked rice	beras	337	338	344	FALSE			oelitô	unhusked rice					RICE	926	https://concepticon.clld.org/parameters/926
the Nias 1911 list	545	fache	NA	gekookte rijst	cooked rice	nasi	337	338	345	FALSE									COOKED RICE	1191	https://concepticon.clld.org/parameters/1191
the Nias 1911 list	546	fache	NA	padi	unhusked rice	padi	454	456	-	FALSE									UNHUSKED RICE	2749	https://concepticon.clld.org/parameters/2749
the Nias 1911 list	547	tôla (wache)	NA	halm	stalk	tangkai padi, batang padi	455	457	346	FALSE									PLANT STEM	2628	https://concepticon.clld.org/parameters/2628
the Nias 1911 list	548	lai	43	aar	ear of rice, corn	bulir, mayang	456	458	347	FALSE			ngalai				plural		GRAIN	605	https://concepticon.clld.org/parameters/605
the Nias 1911 list	548	ngalai	43	aar	ear of rice, corn	bulir, mayang	456	458	347	FALSE							plural		GRAIN	605	https://concepticon.clld.org/parameters/605
the Nias 1911 list	549	halasa	NA	rijstschuur, padischuur	rice barn	lumbung beras, lumbung padi	279	281	348	FALSE									GRANARY	3657	https://concepticon.clld.org/parameters/3657
the Nias 1911 list	549	lôoe	NA	rijstschuur, padischuur	rice barn	lumbung beras, lumbung padi	279	281	348	FALSE									GRANARY	3657	https://concepticon.clld.org/parameters/3657
the Nias 1911 list	550	lôsoe	NA	rijstblok	rice pounder, mortar	lesung	338	339	349	FALSE									MORTAR	224	https://concepticon.clld.org/parameters/224
the Nias 1911 list	551	haloe	NA	stamper	pounder	alu	338	339	350	FALSE									GRINDSTONE	2459	https://concepticon.clld.org/parameters/2459
the Nias 1911 list	553	niroe	NA	wan	sieve for rice	nyiru	-	340	352	FALSE									SIEVE (TOOL)	3353	https://concepticon.clld.org/parameters/3353
the Nias 1911 list	554	oeliho	44	kaf	chaff	sekam	-	341	353	FALSE							the shell		CHAFF (HUSK)	2363	https://concepticon.clld.org/parameters/2363
the Nias 1911 list	555	decha	NA	malen	to grind	menggiling	339	342	354	FALSE									GRIND	1033	https://concepticon.clld.org/parameters/1033
the Nias 1911 list	555	mondrecha	NA	malen	to grind	menggiling	339	342	354	FALSE									GRIND	1033	https://concepticon.clld.org/parameters/1033
the Nias 1911 list	561	boeboe	NA	pap	porridge	bubur	340	343	-	FALSE									CONGEE	2049	https://concepticon.clld.org/parameters/2049
the Nias 1911 list	561	soe	NA	pap	porridge	bubur	340	343	-	FALSE									CONGEE	2049	https://concepticon.clld.org/parameters/2049
the Nias 1911 list	562	lada hita	NA	peper (zwarte)	black pepper	lada hitam	342	344	-	FALSE									PEPPER	1385	https://concepticon.clld.org/parameters/1385
the Nias 1911 list	563	asio	NA	zout (subst.)	salt	garam	343	345	360	TRUE									SALT	1274	https://concepticon.clld.org/parameters/1274
the Nias 1911 list	565	lembe	NA	sarong	sarong	sarung	415	418	369	FALSE									SARONG	2413	https://concepticon.clld.org/parameters/2413
the Nias 1911 list	567	saraeŵa	NA	broek	trousers	celana	416	419	371	FALSE									TROUSERS	809	https://concepticon.clld.org/parameters/809
the Nias 1911 list	567	sareŵa	NA	broek	trousers	celana	416	419	371	FALSE									TROUSERS	809	https://concepticon.clld.org/parameters/809
the Nias 1911 list	569/570	baroe	NA	baadje <unsp.>			-	420	372	FALSE									NA	NA	NA
the Nias 1911 list	571/572	saemboe	NA	hoofddoek <unsp.>			-	421	373	FALSE									NA	NA	NA
the Nias 1911 list	571/572	saemboesaemboe	NA	hoofddoek <unsp.>			-	421	373	FALSE									NA	NA	NA
the Nias 1911 list	573	soechoe	NA	kam	comb	sisir	418	422	374	FALSE									COMB	1475	https://concepticon.clld.org/parameters/1475
the Nias 1911 list	576	laedoeroe	NA	ring	ring	cincin	419	423	-	FALSE									RING	1374	https://concepticon.clld.org/parameters/1374
the Nias 1911 list	577/578	bôbô taloe	NA	buikband <unsp.>			421	425	-	FALSE									NA	NA	NA
the Nias 1911 list	577/578	bôbô daloe	NA	buikband <unsp.>			421	425	-	FALSE									NA	NA	NA
the Nias 1911 list	579	tôla gaza	NA	band of ring (arm)	arm ring, bracelet	gelang tangan	420	424	377	FALSE									BRACELET	1754	https://concepticon.clld.org/parameters/1754
the Nias 1911 list	579	aja mbôlôcha	NA	band of ring (arm)	arm ring, bracelet	gelang tangan	420	424	377	FALSE									BRACELET	1754	https://concepticon.clld.org/parameters/1754
the Nias 1911 list	580	aja gahe	NA	band of ring (enkel)	anklet	gelang laki	420	424	377	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	582	saroe dalinga	NA	oorring	earring	anting-anting	422	426	-	FALSE									EARRING	770	https://concepticon.clld.org/parameters/770
the Nias 1911 list	583	aja dalinga	NA	oorknop	earclip	subang	423	427	-	FALSE									EARRING	770	https://concepticon.clld.org/parameters/770
the Nias 1911 list	586	lembe	NA	slendang	shawl	selendang	424	428	-	FALSE									SHAWL	2771	https://concepticon.clld.org/parameters/2771
the Nias 1911 list	588	sombo	NA	schaamgordel (soorten)	loin cloth	cawat	425	429	382	FALSE									LOINCLOTH	1965	https://concepticon.clld.org/parameters/1965
the Nias 1911 list	589	noecha	45	katoenen weefsel (inheems, europees)	cotton fabric (local, European)	tenunan kapas (asli, Eropa)	426	430	383	FALSE				European moeko			white		CLOTH	1616	https://concepticon.clld.org/parameters/1616
the Nias 1911 list	589	moeko	45	katoenen weefsel (inheems, europees)	cotton fabric (local, European)	tenunan kapas (asli, Eropa)	426	430	383	FALSE				European moeko			white		CLOTH	1616	https://concepticon.clld.org/parameters/1616
the Nias 1911 list	590	soeto	NA	zijde	silk	sutera	427	431	-	FALSE									SILK	1641	https://concepticon.clld.org/parameters/1641
the Nias 1911 list	593	soso	NA	weven	to weave	bertenun	562	569	384	FALSE									WEAVE	133	https://concepticon.clld.org/parameters/133
the Nias 1911 list	593	manoso	NA	weven	to weave	bertenun	562	569	384	FALSE									WEAVE	133	https://concepticon.clld.org/parameters/133
the Nias 1911 list	594	gooe	NA	weefgetouw (kam)	loom (meed)	sisir tenun	564	571	-	FALSE									LOOM	1787	https://concepticon.clld.org/parameters/1787
the Nias 1911 list	595	sioea	NA	weefgetouw (spoel)	loom (weaving spool)	kumparan benang	564	571	-	FALSE									THREAD	1161	https://concepticon.clld.org/parameters/1161
the Nias 1911 list	596	sindro	NA	weefgetouw (schering)	loom (warp)	lungsin	564	571	-	FALSE									LOOM	1787	https://concepticon.clld.org/parameters/1787
